clean_text,label_encoded
dapat diskon rb di event ♥️♥️🫶🫶 makasih loooh tokped semoga semakin berkembang dan jaya selalu,2
beli emoney status berhasil tpi saldo ga masuk payah edit bulan kemudian baru direrund,0
semua jadi mudah 👍👍👍,2
lumayanlahh,2
sangat memuaskan,2
makin kesini makin buruk padahal koneksi internet kencang tetap aja lemot udah gitu skrg pelit gratis ongkir pula,0
sdh lama pakai dan jadi langganan cuma aplikasi nya berat dan tidak bisa kirim gambar dan selalu tanya izin aplikasi beda dgn toko sebelah,1
kenapa sekarang dihalaman pesan sering terjadi masalah,2
oke,2
ok,2
banyak toko spam harga ga wajar,0
hati hati belanja disini penjual nipu edit video dibelain sama tokped lama sekali penanganannya tidak kelar kelar dana refund belum cair juga siap siap bangkrut ajalah cs aja beda jauh sama toko sebelah kata²nya sama terus hahaha,0
oke,2
selalu direkom,2
sangat cocok untuk melakukan transaksi pembelian,2
sering error sering gak relod page sering kata kunci tidak ketemu sering gangguan pencarian tampilan chat error sebenernya tiap kali di update selain tampilan yg berubah dan diskon apa gak sekalian performanya aplikasi di perbarui,0
terimakasih sudah fast respon dan saldo pun di kembalikan kok jadi parah gini tokopedia saya transaksi menggunakan dana saldo di dana sudah terpotong tapi dari tokopedia belum ada invoice transaksinya tolong segera diproses 🙏,2
mending toko orange pelayanan admin cepat ini app lama bener pengajuan pembatalan dan refund nya,0
baik,2
slow respon,0
parah csnya gilaaa ga ada solusi buat dana refund duit sendiri pake ditahan gila bener ini tokped,0
kepana jadi error ya,2
good pisan,2
semakin bagus,2
ok,2
bagus harga lebih murah,2
bagus,2
saya sangat tidak suka karena banyak toko penipu di biarkan bebas di tokopedia,0
terlalu sp notifikasi sangat mengganggu disarankan untuk tidak menginstal atau minimal matikan notifikasinya,0
csnya lelet,0
wajar aja makin lama tokped ditinggal pelanggannya harga lbh mahal dari lapak orange ongkir juga tidak sesuai belanja rb ongkir rb mahalan ongkirnya si orange tanpa batasan belanja tetap gratis ongkir maaf ya dulu saya bangga jadi pelanggan tokped skrg pindah ke orange krn lbh puas belanjanya,0
informatif,2
belum bisa kasih bintang full sebab aplikasi tidak bisa ke buka,0
app yang gak jelas sulut sekali untuk melakukan komplain barang terus slow respon sekali clam barang kembali susah sekali applikasi menurut saya tidak layak berkembang,0
mantul,2
toko saya yg sudah atau thn akhirnya sya off kan karna saking ribetnya mau upload brg di tiktokshop buat belanja jg aplikasi makin berat ancur dah ehe mau belanja aja buka chat lamanya gak kebukabuka hedeh,0
jelek menurut saya masa beli buku samday lama bener datang nya minggu mentang kerja sama guru sekolah kita mesti cantumkan anak kita,0
bagus,2
terimakasih tokopedia sudah amanah sukses selalu aamiin,2
kurang worth it belanja di sini kirain barang yang mahal kena prioritas ternyata prioritas di pilihan kurir yang paling mahal bosan nunggu paket saya setengah bulan lebih belum sampe juga update paket saya akan tiba di tahun depan pelayanan busuk dengan alasan dan tiba tiba nambah estimasi yang gak ngotak minimal kalau udah lewat estimasi pesanannya di batalkan aja lah kaya apk sebelah kocak pengen banget gw genjreng kepala yang layanin gw negosiasi gak ada tiba tiba nambah estimasi,0
najis berat banget ini aplikasi makin update makin sampah,0
bagus terpercaya,2
tokopedia makin parah time out mulu,0
mantap,2
lebih praktis hemat cepat n tepat,2
banyak promo,2
oke,2
sekarang appsnya lemot banget dan kyk nge bug gitu perbaiki dipegang tiktokshop kayak ga terawat,0
mending pindah toko sebelah bayar langganan plus mahal malah dibilang ngelanggar ketentuan padahal akun baru bikin nyesel banget langganan plus mana respon cs nya lama,0
terlalu banyak bug harga sering berubahubah signifikan tiap ganti pembayaran dan geser coin,0
sangat membantu,2
fitur dm muncul dinotif tpi di room chat gada aneh,0
saya isi e toll tp transaksi berhasil tp saldo tidak bertambahbuat keluhan ke cs gk ada respon,0
sadap saldo toko pedia raib hp sadap orang lain least transaksi beli di aplikasi saldo sampai habisbanyak kejahatan blanja di tokopedia tidak aman komplain nya pake agent sampai sekarang tidak ada penjelasan pengaduan yang jelas,0
sangat membantu sekali untuk mencari barang dan menjual barang di sini,2
kapan promo gak dapat mulu,0
kurang responsifakhir akhir ini pesanan saya selalu di gagalkan oleh sistemcuma gambar doang barang nya gak jelas,2
sekarang lagi kenapa sih tokopedia jadi ribet kebanyakan pemeliharaan batalin orderan susah bahkan kemarin pernah beli barang tapi gak muncul di riwayar mana udah di bayar,1
berulang kali dapet notif email ada transaksi yang tidak saya lakukan otp login karna ada device lain masuk waktu itu kedetek cuma sekali abis tu bersih bersih sesi login tapi masih aja ada ae ada yang bisa masuk tanpa otp beruntungnya jarang banget pake ini olshop saldo gopay jarang ak isi kalau emang lagi ga pake buat transaksi parah lu ga bisa detek mana pengakses akun yang asli,0
baru aja update lagi setelah lewat program tapi koq malah ada bug khususnya di fitur chatentah apa lagi yg akan terjadi,1
sangat mudah dan bagus,2
mantap,2
pakai tokopedia belanja online,2
beli plus niatnya supaya ada potongan voc malah voc nya ngga bisa gaa nempel malah harga barang yang mau di co makin mahal komplain malah gaa di respon² 😤,0
chat customer service tidak membantu alias di batasi hanya klik kendala tapi gak ada fitur diskusi secara lgsg ajukan komplain pun di beri tgl jadi malah nunggu terlalu lama lagi agar barang kita cepat sampai kerjasama dengan ekspedisi pengiriman yg terlalu lama pdahal sudah sampai di kota tujuan tapi selama hari todak di kirim ke rumah,0
kenapa selalu lemot loading gak jelas,1
produknya bagus bagus tapi ad toko part mobil yg asal asalan kasih brg dreturn susah transakasi lumayan hampir smntra kasih star dlu lah,0
kembalikan uang saya beli barang ga sesuai pesanan barang sudah di kembalikan dan sudah diterima penjual dari tanggal sampai sekarang uang saya tidak di kembalikan pelihara penipu di aplikasi tokopedia merugikan konsumen tapi pihak tokopedia tidak bertanggung jawab kepada konsumen saya konsumen harusnya di berikan pelayanan yang memuaskan bukan di suruh menunggu terus untuk pengembalian uang saya yang saya minta uang saya bukan uang tokopedia masa di persulit,0
pengiriman same day tapi malah lebih dari sehari cs juga asal tutup complain makin kecewa dgn tokped ganti ke toko oren aja,0
saat cek out sering error aplikasi merugikan,0
layanan buruk,0
terbaik,2
aplikasimu sering error suka crash sendiri gimana itu,0
sangat baik sekali,2
mudah penggunaan 👍,2
pengiriman sangat lambat,0
harga murah banyak promo tiap bulan,2
harga barang di tokopedia sangat mahal 😳😳,0
ngak mudah juga,2
masak tiap hari minta update,0
good,2
mantaab lancar,2
mantap,2
sedikit kecewa dengan tokopedia,1
makin kesini makin buruktidak ada gratis ongkirpaling nanti kolaps macam bukalapak,0
belom tf via bsi,2
saya sangat kecewa sekali sudah hampir hari transaksi yang gagal tapi saldo gopay saya tidak kunjung di kembalikan sudah hubungin customer care tapi respon mereka seperti tidak menjamin saldo kembali mereka bilang tunggu menit tapi ini sudah berhari hari tidak kunjung di kembalikan saya sudah cape berkali kali mengadukan ini berkali kali hingga akhirnya saya sabodo amat kecewa dan saya uninstal tokopedia toko online yang tidak bisa di percaya,0
aplikasi jelek ongkir ga ngotak lelet mending si oren,0
lancar jaya,2
sukses selalu,2
sangat luar biasa cukup memuaskan,2
min menggapa saya tidak bisa menggatip kan spayliter,2
toko pedia merupakan sarana bussines yang telah teuji xara kerjanya,2
semoga bisa berlangganan toko pedia lagitiap kali instal gagal terus bisa di instal tapi tidak bisa di buka dulu saya member dari tapi sekarang mau masuk ke toko pedia susah,2
susah banget deh order di sini nggak on time,0
pelayanan cs yang buruk slowrespon saya complain minggu belum menemukan titik terang dan tidak terbantu sama sekali,0
toped knpa ya kok selalu ada panggilanpemberitahuan begini halo tolong dibalas padahal saya liat di aplikasinya ga ada mulai ga aman akun saya nh toped,1
tingkatkan terus pekayanannya,2
tokopedia tolong kembali kn uang sya rb kenapa kalian ko bisa ambil uang saya rb terus saya tidk pernh punya aplikasi tokopedia dan engga pernah belanja kenpa uang sya di saldo dana bisa kalian ambil sya ada bukti nya,0
sering bug,1
aplikasi terlalu berat sehingga memuat halaman sering eror mengaktifkan paylater pun sangat susah tidak seperti shopaylater yang sangat memudahkan pengguna tolong update,1
keren banyak promo,2
tokped paling pelit ongkir pdhl akun baru ttp ga dapat voucher trs jg di bagian ubah metode pembayaranny loading lama bgttt,0
gk suka,0
bagus bisa kah ongkir nya di murahin semoga menjadi lebih jaya dan banyak rezeki nya,2
apotek tri farma by goapotik tiba membatalkan pesanan pelanggan tanpa ada alasan yang jelas,0
saya sie yes,2
lumayan perlu ditingkat lebih banyak lagi diperlengkap dipermudah dipermurah jangan seringnya mahal tidak lemot dsb,2
baik sekali krenn oke,2
bagus,2
good services,2
jos,2
pembeli seenak jidat ngajuin paket pengembalian barang tanpa bukti yang kuat,0
kenapa di tokopedia masih banyak barang yg blm bisa dibayar cod,2
bagus,2
permasalahan pada setting lokasi alamat sudah disetting alamat benar malah tidak ditemukan sudah di pencarian di klik jg tidak bisa saya coba buka alamat lain malah sama tidak ditemukan niat bikin market palce ga bos,0
good aplication,2
kapok belanja diaplikasi ini ga ada tgg jawabnya toko bodong bisa masuk nb hati beli dsini apalagi elektronik terutama hp banyak penipu lebih baik tutup akun jgn beli disini,0
tidak ramah seller,0
sudah speechless udah mahal gak bertanggung jawab cs tidak menyelesaikan masalah malah nambah masalah semua pakai bot hati saja pakai aplikasi ini,0
hebat hemat,2
so far so good thank you,2
terimakasih peromonyah aku dapet bulan geratis plus wah mantab pisan toko onlen lain lewat,2
tidak pernah dapat gratis ongkir mending pake apk sebelah,0
mantap gampang dan mudah aplikasinya qs,2
aplikasi ini sangat membantu berbelanja kami tidak memerlukan keluar rumah belanja teratadi terimakasih,2
aplikasinya lemod,2
cuma bisa kasih segitu aja karna pihak platform tidak berguna tidak bisa membantu pembeli saat ada masalah padahal kita menghubungi pihak platform karna sudah tidak mungkin berkomunikasi dengan penjual tapi pihak platform terus menyarankan untuk menghubungi penjual padahal penjual berjualan di platform mereka dan itu bukan toko kecil itu toko yang cukup besar mending pihak platform hilangkan saja customer care dari menu ngak ngebantu juga,0
bekerja sama dengan tiktok tapi pengiriman barang bisa sampai seminggu blm sampai terlalu lambat proses nya,0
top,2
kalau bisa pengiriman lebih cepat,2
cukup baik,2
semangat terima kasih,2
sangat mudah untuk membeli dan melakukan pembayaran nya ya,2
pop up main panen raya dan pop up pop up lainnya sangat mengganggu selama blm di buang pindah shortcut pop up nya bintang terus min,2
oke bagus,2
titik alamat selalu tidak terdeteksi,1
klik apa di playstore munculnya malah nih app hadehhh,0
kenapa tokopedia card saya belum juga tiba sampai sekarang di aplikasi dikatakan maksimal hari kerja masa pengantarannya ini sudah hari ke saya menunggu belum jga datang kartunya,2
harga barang nya mahal mahal ya mana ongkir juga mahal barang tidak cukup satu kilo ongkir nya sampai mahal nya parah daripada beli online saya kira murah tau malah mahal mending beli di toko toko yg ada di koto saya menyalah mahal nya🤣🤣mana kita bayar kurir lagi klau paket di angtar ke alamat kami apa tidak menyala mahal nya biaya ongkir nya ko tidak bisa cod ya,1
oke aplikasi bertahuntahun lancar bulan desember apliaksi tokopedia kutuan bersihkan bugnya ya segera oke,0
bagus lah belanja puas,2
kali ini cape sama tokped klau scroll barang dari atas kebawah dah jauh trus cek deskripsi produk begitu kembali langsung loncat ke halaman pertama jadi mulai dari awal lagi klau masih begini ganti progammernya atau saya yg ganti aplikasi dah gitu lola lagi,0
praktis dan sangat membantu,2
pengiriman cepat,2
penguna baru disuguhi gimik,0
aplikasine gatelll pye to developere aplikasine abot sering eror diskon dan metode pembayaran orak singkron filter pencarian sering ngreset sendiri pesan sering tidak terkirim sering stuck di halaman utama,0
mantap sob,2
ga ngulangin lagi beli token listrik malem² di tokped di proses lama bgt sampe udh mati listriknya belum selesai² prosesnya,0
chat sellernya hilang,0
kurir tidak profesional paket tidak diantar ke alamat tapi malah di retur dengan alasan pembeli menolak paket padahal tidak ada pihak kurir yang menghubungi sudah komplain ke tokopedia care tapi malah tetap di retur padahal barang sudah dekat pelayanan tokopedia tidak menyenangkan tokopedia care susah sekali dihubungi dan solusi yang di berikan lama dan tidak sesuai harapan mengecewakan,0
pelayanan cs nya paling buruk disuruh menunggu ber hari tanpa ada informasi tiket pengaduan berjejer tanpa kabar sedikitpunjangan donload aolikasi pukima,0
sudah saya hapus aplikasi nya soalnya paylater nya g bisa d pakai lagi,1
gak kayak aplikasi l huruf itu yang mahal ongkir nya di sini di tokopedia banyak diskon nya kadang malah sampe free ongkir pokok nya sip mantap lah,2
semoga toko pedia terperca dan semakin murah,1
bagus dah,2
pesanan selalu sesuai pesanan,2
tokped slg knp sih tampilan jadi anehh bgt jarang promo gk ada gratis ongkir apa karena mau ditutup sma tiktok shop setahunan ini jadi pindah ke shopee 😥😥,0
bagus membantu sekali,2
maf sebelum nya nomor saya di kirim kode verifikasi saya tidak pernah daftar di sini ya kalo ada org yang meng atas namakan bukan saya trimakasih atas nama delia bukan saya ya tolong saya ngga mengajukan apa apa,0
sangat memuaskan belanja di toko pedia,2
harganya mahal barang diskon gratis ongkir pas coba pemesanan harga malah lebih mahaltidak sesuai dengan discon,0
produknya selalu bagus pengiriman cepat sangat memuaskan,2
apk error,1
ongkirnya ga ngotak sekarang lebih magal ongkir dari barang yg di pesan,1
mantap,2
belanja asyiiik,2
hati hati yg belanja di sini karena banyak penipuan dan cs boot auto uang tidak kembali,0
bagus,2
pengiriman terlambat datang estimasi tidak sesuai tolong pihak pihak jasa kirim harus di awasi atau tidak ada yang mengawasi terhadap jasa pengiriman jne paling harus diawasi karena sering telat jangan pakai lagi jika sudah tidak memberikan pelayanan terbaik terima kasih sampai saat ini masih proses pengiriman,0
tidak bisa menggunakan spaylaterkenapa apakah di bekukan padahal gak ada tunggakan,1
gak ada free ongkir sama sekali mau bangkrut kali kayak toko merah,0
ok sip,2
mantappp,2
kadang beberapa produk ongkir mahalcenderung kemahalan,2
udh berapa minggu brang tak sampai jadi kecewa,0
mulai aja dulu berharap pengguna lama tokopedia ketika anda membaca review ini segera turunkan rating nya ke ⭐ karena semenjak voucher cashback dan gratis ongkir tidak bisa di gabung personally turun rating nya mungkin sepele daripada sewa sponsored ala opa gathel tapi mahal mending uang sponsored di alihkan untuk sewa artis lokal sisanya buat vouchers dsb cintailah karya anak bangsa sendiri apk ini semakin tida bagus saja apkah user toped lama juga merasakan,0
terima kasih jaga account pelanggan dari peretas,2
bagus,2
lumayan untuk di fahami,1
tokopedia yang ada di tiktok shop tidak sesuai dengan jadwal pengiriman pengiriman instan malah belum datang sampai hari padahal memilih tokonya masih wilayah tolong di perbaiki,0
rata rata yang diiklanin ga sesuai antara fisik sama iklangambar produk 🥱🥱,2
buka toko aja sekarang ribetnya gila,0
lag parah di device sharp aquos r terus sekarang tidak bisa memfavoritkan barang selalu gagal menyimpan barang favorit,0
gercep,2
gk ad gratis ongkir gratis ongkirnya cuma seupil😑😑😑,0
mantap,2
mantap udah kotak mirip burung,2
iklan lu waras dikit jink gw gak nyentuh layar tiba² pindah ke aplikasi apalah,0
membantu saat butuh dana uang dan bayar apa saja,2
good,2
toped emng top,2
terbaik,2
barang bagus,2
semoga dapat menjadi pilihan yang sangat baik,2
tadinya uang saya rp buat beli lcd tetapi pas mau transaksi ada tulisan bayar rp ternyata yang harus di bayar itu untuk ikut berlanggan plus saya tidak tau soal program plus saya baru instal aplikasi tokopedia tolong lah admin uang yang sudah saya bayarkan untuk plus di refundkembalikan saya tidak punya uang lagi,0
rekomen banget,2
banyak solusinya,2
cocok belanja disini,2
aplikasinya sering ngelempar ke halaman awal jadi harus ketik pencarian lagi,2
cepat efisien good,2
mantabbbb,2
sering ngelag eror kagak beres lama² bikin order salah,0
sangat lambat dalam proses pengembalian dana bukti jelas namun proses lama tidak seperti tiktok partnernya dia fastrespon saya sebagai pengguna lama apk tokopedia sangat kecewa,0
mudah cepat,2
ui error terus lemot udah lama pake tokped tp semakin kesini malah tambah kacau,0
untuk kurir jt cargo mending hapus ajadi tempat saya kurirnya paling males nganter paketnyagak pernah tepat waktu pengirimannyabarangnya selalu di tumpuk dulu baru di kirim,2
kalau ada ekspedisi yang ngirimnya lambat tolonglah dikasih sanksi masa pengiriman telat dari tanggal estimasi nggak ada sanksi,0
udah sejak hari dari kemarin tokopedia error terusmau cek barang pesanan dan nge review ada gangguan terus jawabnyadan kadang pas mau login susah,1
good,2
pake apl ini udah lama bgtkenapa updatenya itu terlalu cpt baru kemarin bulan lalu di update ini minta di update lagi,2
bagus tapi sayang sekarang gak bisa di buka di hp,2
aplikasi lemot banyak biaya tambahan setiap transaksi shg jadi mahal,2
bagus,2
nice,2
sangat mudah untuk bertransaksi,2
aplikas gak guna pengiriman sehari sampai ini udh hari gak di kirim,0
semoga ke depan tokopedia dan tiktok shop bisa semakin memahami pengguna dan pelanggannya terima kasih 🙏,2
senang berbelanja di tokopedia,2
mantap,2
saya sering ditipu,0
mantap,2
hp saya yang jelek jadi untuk scroll saja berat banget tapi di aplikasi s itu aman aman sama padahal sudah di update terima kasih tokopedia,2
optimalkan aplikasinya mencari katalog barang malah lagging dan tidak lancar tidak nyaman digunakan,0
aplikasi kok selalu ada gangguan di rumah tokopedia ket nyakalah sama shopee,0
gua nyesel padahal gua orang baru di tokopedia baru belanja langsung kenak tipu kan gua baru beli memory kira memory bagus pas di pasang malah gak terbaca ke sistem hp gua tolong lah utamakan kenyamanan konsumen dan jangan banyak penipuan dan kalau ada toko suka tipu tipu langsung di hitamin lah ini adalah pengalaman pertama dan terakhir gua kasih ranting lain kali tingkatkan kenyamanan konsumen dan utamakan kejujuran terimakasih tetap gua marah 🤬🤬😡,0
semoga ada jodohnya bekerjasama dengan tokokpedua,2
tepat waktu dan tdk pakai lama adalah kunci klancaran dlm usaha,0
sangat menarik,2
keren keren bagus banget barangnya,2
yoi,2
jeleeekkkkkkkkk banget uang saya gak kembali,0
ekspedisi nya nyasar baru kali ini ekspedisi nyasarshg melewati batas estimasi waktu yang ditentukan ada tambahan biaya administrasi saat bertransaksi diperbaiki di ekspedisi nya agar tepat waktu,2
mantap,2
bintang lima,2
pelayanan dan respon cepat,2
banyak hantu yg dagang hari chat gak di respon harusnya aplikasi ban pedagang yg gak aktif lagi,0
gosend instan sekarang gak benerbener instan karena kurirnya akhirnya ngirimin paket orang lain dulu entah dari kapan sistem kayak gitu berjalan,0
sekarang ribet jualan di tokopedia tolong di perbaiki sistem nya lebih gampang yg dulu untuk berjualan,0
dapat bonus banyak pas belanja bonusnya cuma bisa dipakai kisaran masa berlakunya cuma bulan lg parah marketing doang,0
ngga ada problem sih aplikasinya,2
apa sih kok ongkir nya mahal banget,0
kagak niat kasih promo top up udah di beli palah dinrefund terus pepe,0
nice 👍,2
ok sip,2
apk bego,0
kecewa,0
tokopedia memang oke,2
saya pribadi suka tokped dari yang lain tapi semakin kesini aplikasi semakin rancau padahal sekelas galaxy note tokped sekarang sangat berat sering error jelas bukan internetnya wong tiap hari bermasalahmemang pihak situ memang sudah pernah dicoba buka aplikasi di berbagai device biar tahu aplikasi di lapangan biar paham kalau smartphone beda ama pc atau laptop,1
mantap jiwa,2
banyak penipuan saya barusan ditipu dari seller pihak tokped tolong di perketat lagi untuk mencegah terjadinya hal yg tidak diinginkan,0
mantap selalu amanah penjualnyaberarti disleksi dengan baik,2
lemotttttt aplikasinya,0
pengembalian dana lambat di aplikasi katanya untuk metode pembayaran gopay x jam sudah di tunggu hari masih belum masuk sudah menghubungi tokopedia care cuman di suruh menunggu terus tanpa kepastian padahal aplikasi belanja lain kalau ada pengembalian dana gak selambat ini kok tokopedia lambat banget pengembalian dana nya,0
entah kenapa nyari barangtoko disini susah gratis ongkir juga susah diskon jarang meski,1
oke 👍👍👍,2
gak sanggup ngeladeni aplikasi toko sebelah ya aplikasi toko sebelah banyak promo discount sampai gratis ongkir setiap hari tanpa minimum order live nya ada discount sampai juga mendingan ngaku kalah aja deh🤣🤣🤣,0
mantab,2
komplenan sy sdh hari tdk di respon sm cssehari sy bisa x hub cs tokopedia tdk ada perkembangan apa soal perkara sy yg hampir kena penipuan di tokopediasy harus tunggu brp lama lg septi live agent tokopediagk sopan kau yaasy lg ketik di live agent kau akhiri chatny 😡😡 ribet yaa pnya kendala indikasi penipuan dsniprosesny berhari tdk slsaiapa nunggu sy lupa dgn kasus ini saldo sy hilang di akun tokped ini,0
saya tertarik dengan program ini,2
sangat bagus,2
mantap,2
setelah update banyak bag sering keluar sendiri,1
saya memang belum belanja d toko pedia tp sy akn coba pengalaman d toko pedia ini harapan bisa memberi pelayanan yg bs memuaskan pelanggan atau kestamer,2
mantap barang ori,2
di hp redmi internal berat banget sumpah,0
bagus,2
banyak scam,0
very easy sangat membantu tx,2
apliaksi mantap,2
tolong di evaluasi lagi buat kurir lion parcel saya beli barang yg sengaja milih tokonya dekat kota saya dan dpt di kota sebelah butuh cepat tpi ekspedisinya lama banget paketnya nyampe hari kemudian waktu pengiriman,0
penarikan dana lambat 👎🏻 dikomplain malah sistem otomatis yang menjawab pelayanan buruk 👎🏻,0
aplikasi nya udah bagus tapi pinpoint susah banget di gunakan ketika kita mau kirim ke tempat lain kita harus geser geser pinpoint sedirikita suruh buka map seindonesia cari satu satu nama desa kecamatan dan provinsi 🥴🥴 ketika di ketik jarak tidak di temukan itu saja keluhan saya,2
best,2
ngak guna menggunakan tambahan proteksi kalau ngak bisa dipakai pada saat produk yang diasuransikan rusak untuk klaim saja sudah via aplikasi,0
tolong pihak tokopedia banyak barang palsu bajakan beredar di etalase tolong hukum berat penjual pengedar barang tersebut ini amat teramar merugikan kami sebagai konsumen,0
mudah cepat praktis ol,2
blanja oke di tokopedia,2
mudah belanja disini,2
mudah praktis tidak pake ribet,2
senang,2
udh saya pakai lama sejak tokopedia sekarang berubah jadi tempat belanja terburuk layanan live agent gak ada di ganti ia,0
tokped mantap,2
nice,2
ok baru coba,2
lemod,0
tokopedia makin lucuceritanya saya domisilin medantoko yg saya pesan domisilin medan jugakok bisa si barang tadi proses nya sampe wilayah jakarta sanaribet nya lah😮‍💨😮‍💨,0
bagus si tapi ga ada gratis ongkirmahal jadi aku kasih bitang soalnya ha wort it bagi ku,1
mau isi token sekarang ga bisakecewa berat,1
di aplikasi ini gak sesuai komitmen permaslah saya sudah jelas namun disini pihak toko pedia saya nilai lambat jelas penjual tidak ada respon namun mslah gak kelar mesti nunggu lagi refund saldo hari apa gak kecewa haduh produk dalam ini mau bersaing dengan toko sebelah tapi sistem kerja lambat agen gak jam eh giliran jam kerja pun lambat responya percuma pajangin apresiasi banyak tapi faktanya lemot parah,1
barangnya kurang lengkap disini tidak seperti di toko sebelah,2
bagus,2
ok,2
lelet lambat pake segala acara salah salur lah ini lah itu lah beli basreng aja sampe hari blom dikirim² paket yg laen jg sampe nya ga sesuai tgl malah lebih lama sumpah coba tolong di perbaikin lagi cara pengirimanya customer gaada yg peduli mau pesanan lagi rame atau ngga yg mreka tau itu barang mreka sampe tepat waktu kalo tokped masih ga bisa memperbaiki masalah kaya gini mungkin gua terakhir deh pake apk ini sory to say tapi ini melebihi batas ketentuan yg di sepakati invoice,0
harap segera di perbaiki masak scroolll udah jauh ke bawah tiap backkembali untuk nyecroll gabisa selalu ke refresh ke awal ga kayak lainnya bisa lanjut scroll ke bawah tanpa refresh sendiri ke awal bagian atas,0
diskon bisa diklaim tpi tidak bisa digunakan misal rb menjadi rb rb hasil pajak tokopedia dijatuhkan ke pejual dan ke pembeli uninstall dah banyak aplikasi lain,0
aplikasi semakin berat payah banget lemot jadi mirip oren lemotnya,0
saya ragu belanja di sini takutnya jika barang palsu tidak ada yang menjamin barang bisa di kembalikan jika memang bisa atau memang barang asli saya jamin mengganti bintang dan ulasan yang lebih baik,0
mantap,2
sangat profesional dan sangat membantuproses cepat serta mudah,2
aku heran kenapa lokasi penerimaan paketnya selalu jauh sedangkan di apk shopee dan jasa kurir yg sama jt selalu di lokasi yg benar aplikasi ini benar benar tidak membantu jt terdekat ada loh,1
kereb,2
apk penipu beli wdp pake promo kirain masuk malah pengembalian saldo kalo gini mah nipu namanya,0
tokopedia mantap,2
sekarang belanja di icomer manapun sama pengiriman nya lelet kayak keong keberatan rumah banyak alasan di kurir padahl yang jelas karna gak bayar ongkir jadi di antar se mau nya ya mungkin gtuh di tahun ini,2
saya kasih bintang dua dulu,0
is very good,2
gangguan nya downloaad lagi padahal dowload lagi gbisa,2
kok saya top up gk mssuk² min,0
praktis,2
bayar token gagal mulu sejak pagi eh malam mo ku ulangi keterangannya habis,0
good,2
mantap,2
mntap,2
saya tidak memakai aplikasi ini tpi tbtb ada kode verifikasi yang masuk tolong jika ada yang menyalah gunakan data saya itu bukan tanggung jawab saya,0
dapat promo cashback tapi tidak bisa dibelanjakan sepenuhnya mending ga usah ada promo sekalian,0
bagus juga si,2
good option 👍👍,2
wahhh bagus sekalicocok untuk belanja sehari hari😁😁,2
sudah bagus tapi akhir² ini ko inbox chat saya ga bisa ya pesan dari saller ga pada masuk,2
mantap mudah di gunakan,2
b aja,0
aplikasi bagus dan sangat membantu dalam setiap kebutuhan,2
parah banget sekarang pengiriman bisa sampai hari,0
ganti bintang krn kecewa order instan sampai hari gak ada kurir yg jelas pickup buat laporan sampai kali ke costumer care gak ada hasil dan gak jelas penanganannya sangat kecewa sampai terpaksa kasih penilaian disini,0
ga menarik voucher promo cuma untuk paylater dan bank lain saja,0
banyak penipu berkeliaran di tokopedia filter untuk reseller kurang bagus,0
andalan belanja online,2
satu kata nice,2
apik,2
nice,2
return barang selalu dipersulit dan seakan memihak kepada penjual tidak seperti shopee yang mempermudah costumer untuk return barang,0
mantab enak sekali tokopedia,2
aplikasi jelekpesen token aja lama sampe berjam kl g bisa harusnya kn lngsung batalin,0
oke,2
awal belanja online ya di topeddan selalu di toped karna lebih suka ke tampilan menu,2
ok,2
mengapa tokopedia suka memunculkan notifikasi tidak jelas dan kesannya menipu saat di buka malah produk tidak jelas atau semacamnya dan akun saya tidak bisa menggunalan voucher lagi tapi tetap saja di berikan notifikasi dan diberikan voucher kesannya nyampah ngebala nipu dan bikin risih sungguh tidak jelas dulu sering pakai tokopedia tahunan mungkinmember platinumdiamond namun karena tidak bisa pakaia voucher lgi jadi sudah jarangsudah sekitar tahunan tidak bisa pakai voucher,0
toped idolakubarang pilihan,2
saya kecewa dengan tokopedia karena akun saya tidak bisa belanja di metode pembayaran cod dan sekarang saya telah menutup akun tokopedia,0
baik,2
sampahlelet fulltoped sampah,0
gk banyak gimik jd cocok buat yg gaptek,2
aplikasi konsisten setiap beli barang barang nya asli semua,2
makin kesini makin ga pro pembeli komplain susah banyak pedagang nakal ga konsisten narik dana juga susah jauh beda dengan sebelah,0
x order lewat aplikasi ini repot banget penanganan masalah sama seller beli diofficial yg satu barang rusak dikirim satu lagi barang seminggu nggak dikirimkirim komplain tidak direspon ajukan cancel harus persetujuan seller barang kosong jangan dijual mana ngga ada customer service online yg bantu cuma artikelartikel doang,0
bintang satu aja apk ngen lama bener pengiriman barang nya janji nya tanggal sekian udah nunggu lama lama ga jg sampe barang ku padahal udah lewat waktu nya apk buriq,0
bisa belanja hemat,1
meskipun saya masih berharap sama ini toko di bandingkan toko sebelahlain yg udah saya uninstall tapi jujur saya kurang puas pengiriman ke daerah saya tidak terjangkaudi batasi plus gak bisa cod contoh produk liquid sama podvape trus harganya berkali kali lipat jika di bandingkan di toko offline dan umur saya sudah lebih thun tapi produk masih di batasi dan harus verifikasi akun berulang ulang kalikenapa makin kesini layanan tokopedia makin rumit sekalii,0
ok mantap tokopedia,2
udah yg ke kali kasi ulasan semakin kesini malah makin jelek aja komplain proses nya lama banget admin juga plin plan gak tegas cs chat live gak membantu sama sekali perbaiki lagi pelayanan nya,1
blum di coba mudahan amanah,0
mau daftar saja sulit kode verifikasi berupa pin saja gk dikirim ke sms aktif gimana mau belanja,0
baru mau cobamasih gangguan sistem,1
